id	country	Dbpedia_URI	eurostat_URI	factbook_URI	Gadm_URI	wikiData_URI	ghodata_URI	geonames_URI	cyc_URI	openei_URI	linkedgeodata_URI	YAGO_URI	aims_URI	ontologyportal_URI	number_deaths_due_HIV	label
50	Guyana	http://dbpedia.org/resource/Guyana	http://eurostat.linked-statistics.org/dic/c_ctrl#GY	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Guyana	http://gadm.geovocab.org/id/0_96	http://wikidata.org/entity/Q734	http://ghodata/r6-c78	http://sws.geonames.org/3378535/	http://sw.cyc.com/concept/Mx4rvVj2MZwpEbGdrcN5Y29ycA	http://openei.org/resources/Guyana	http://linkedgeodata.org/triplify/node424311328	http://yago-knowledge.org/resource/Guyana	http://aims.fao.org/aos/geopolitical.owl#Guyana	?	200	low
51	Haiti	http://dbpedia.org/resource/Haiti	http://eurostat.linked-statistics.org/dic/c_ctrl#HT	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Haiti	http://gadm.geovocab.org/id/0_101	http://wikidata.org/entity/Q790	http://ghodata/r6-c79	http://sws.geonames.org/3723988/	http://sw.cyc.com/concept/Mx4rvVj5SZwpEbGdrcN5Y29ycA	http://openei.org/resources/Haiti	http://linkedgeodata.org/triplify/node424297281	http://yago-knowledge.org/resource/Haiti	http://aims.fao.org/aos/geopolitical.owl#Haiti	http://www.ontologyportal.org/SUMO.owl#Haiti	6400	high
52	Honduras	http://dbpedia.org/resource/Honduras	http://eurostat.linked-statistics.org/dic/c_ctrl#HN	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Honduras	http://gadm.geovocab.org/id/0_99	http://wikidata.org/entity/Q783	http://ghodata/r6-c80	http://sws.geonames.org/3608932/	http://sw.cyc.com/concept/Mx4rvViUSpwpEbGdrcN5Y29ycA	http://openei.org/resources/Honduras	http://linkedgeodata.org/triplify/node424297629	http://yago-knowledge.org/resource/Honduras	http://aims.fao.org/aos/geopolitical.owl#Honduras	?	1500	high
53	Hungary	http://dbpedia.org/resource/Hungary	http://eurostat.linked-statistics.org/dic/c_birth#HU	http://wifo5-04.informatik.uni-mannheim.de/eurostat/resource/countries/Magyarorszag	http://gadm.geovocab.org/id/0_102	http://wikidata.org/entity/Q28	http://ghodata/r6-c81	http://sws.geonames.org/719819/	http://sw.cyc.com/concept/Mx4rvViq8JwpEbGdrcN5Y29ycA	http://openei.org/resources/Hungary	http://linkedgeodata.org/triplify/node249399347	http://yago-knowledge.org/resource/Hungary	http://aims.fao.org/aos/geopolitical.owl#Hungary	http://www.ontologyportal.org/SUMO.owl#Hungary	100	low
54	India	http://dbpedia.org/resource/India	http://eurostat.linked-statistics.org/dic/c_ctrl#IN	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/India	http://gadm.geovocab.org/id/0_105	http://wikidata.org/entity/Q668	http://ghodata/r6-c83	http://sws.geonames.org/1269750/	http://sw.cyc.com/concept/Mx4rvVj7XJwpEbGdrcN5Y29ycA	http://openei.org/resources/India	http://linkedgeodata.org/triplify/node424314145	http://yago-knowledge.org/resource/India	http://aims.fao.org/aos/geopolitical.owl#India	http://www.ontologyportal.org/SUMO.owl#India	130000	high
55	Indonesia	http://dbpedia.org/resource/Indonesia	http://eurostat.linked-statistics.org/dic/c_ctrl#ID	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Indonesia	http://gadm.geovocab.org/id/0_103	http://wikidata.org/entity/Q252	http://ghodata/r6-c84	http://sws.geonames.org/1643084/	http://sw.cyc.com/concept/Mx4rvViy1pwpEbGdrcN5Y29ycA	http://openei.org/resources/Indonesia	http://linkedgeodata.org/triplify/node424311942	http://yago-knowledge.org/resource/Indonesia	http://aims.fao.org/aos/geopolitical.owl#Indonesia	http://www.ontologyportal.org/SUMO.owl#Indonesia	29000	high
56	Jamaica	http://dbpedia.org/resource/Jamaica	http://eurostat.linked-statistics.org/dic/c_ctrl#JM	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Jamaica	http://gadm.geovocab.org/id/0_113	http://wikidata.org/entity/Q766	http://ghodata/r6-c90	http://sws.geonames.org/3489940/	http://sw.cyc.com/concept/Mx4rvVjzopwpEbGdrcN5Y29ycA	http://openei.org/resources/Jamaica	http://linkedgeodata.org/triplify/node424313591	http://yago-knowledge.org/resource/Jamaica	http://aims.fao.org/aos/geopolitical.owl#Jamaica	http://www.ontologyportal.org/SUMO.owl#Jamaica	1300	high
57	Kenya	http://dbpedia.org/resource/Kenya	http://eurostat.linked-statistics.org/dic/c_ctrl#KE	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Kenya	http://gadm.geovocab.org/id/0_119	http://wikidata.org/entity/Q114	http://ghodata/r6-c94	http://sws.geonames.org/192950/	http://sw.cyc.com/concept/Mx4rvViFJZwpEbGdrcN5Y29ycA	http://openei.org/resources/Kenya	http://linkedgeodata.org/triplify/node424313903	http://yago-knowledge.org/resource/Kenya	http://aims.fao.org/aos/geopolitical.owl#Kenya	http://www.ontologyportal.org/SUMO.owl#Kenya	58000	high
58	Kyrgyzstan	http://dbpedia.org/resource/Kyrgyzstan	http://eurostat.linked-statistics.org/dic/c_ctrl#KG	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Kyrgyzstan	http://gadm.geovocab.org/id/0_120	http://wikidata.org/entity/Q813	http://ghodata/r6-c97	http://sws.geonames.org/1527747/	http://sw.cyc.com/concept/Mx4rwAIS1JwpEbGdrcN5Y29ycA	http://openei.org/resources/Kyrgyzstan	http://linkedgeodata.org/triplify/node424311431	http://yago-knowledge.org/resource/Kyrgyzstan	http://aims.fao.org/aos/geopolitical.owl#Kyrgyzstan	http://www.ontologyportal.org/SUMO.owl#Kyrgyzstan	500	low
59	Lao People's Democratic Republic	http://dbpedia.org/resource/Lao_People's_Democratic_Republic	?	?	?	?	?	?	?	?	?	?	?	?	200	low
60	Lesotho	http://dbpedia.org/resource/Lesotho	http://eurostat.linked-statistics.org/dic/c_ctrl#LS	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Lesotho	http://gadm.geovocab.org/id/0_133	http://wikidata.org/entity/Q1013	http://ghodata/r6-c101	http://sws.geonames.org/932692/	http://sw.cyc.com/concept/Mx4rvViVE5wpEbGdrcN5Y29ycA	http://openei.org/resources/Lesotho	http://linkedgeodata.org/triplify/node424315267	http://yago-knowledge.org/resource/Lesotho	http://aims.fao.org/aos/geopolitical.owl#Lesotho	?	16000	high
61	Liberia	http://dbpedia.org/resource/Liberia	http://eurostat.linked-statistics.org/dic/c_ctrl#LR	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Liberia	http://gadm.geovocab.org/id/0_128	http://wikidata.org/entity/Q1014	http://ghodata/r6-c102	http://sws.geonames.org/2275384/	http://sw.cyc.com/concept/Mx4rvViH_pwpEbGdrcN5Y29ycA	http://openei.org/resources/Liberia	http://linkedgeodata.org/triplify/node424311573	http://yago-knowledge.org/resource/Liberia	http://aims.fao.org/aos/geopolitical.owl#Liberia	?	2700	high
62	Madagascar	http://dbpedia.org/resource/Madagascar	http://eurostat.linked-statistics.org/dic/c_ctrl#MG	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Madagascar	http://gadm.geovocab.org/id/0_141	http://wikidata.org/entity/Q1019	http://ghodata/r6-c106	http://sws.geonames.org/1062947/	http://sw.cyc.com/concept/Mx4rvViEopwpEbGdrcN5Y29ycA	http://openei.org/resources/Madagascar	http://linkedgeodata.org/triplify/node432425028	http://yago-knowledge.org/resource/Madagascar	http://aims.fao.org/aos/geopolitical.owl#Madagascar	http://www.ontologyportal.org/SUMO.owl#Madagascar	5500	high
63	Malawi	http://dbpedia.org/resource/Malawi	http://eurostat.linked-statistics.org/dic/c_ctrl#MW	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Malawi	http://gadm.geovocab.org/id/0_157	http://wikidata.org/entity/Q1020	http://ghodata/r6-c107	http://sws.geonames.org/927384/	http://sw.cyc.com/concept/Mx4rvViIO5wpEbGdrcN5Y29ycA	http://openei.org/resources/Malawi	http://linkedgeodata.org/triplify/node424311645	http://yago-knowledge.org/resource/Malawi	http://aims.fao.org/aos/geopolitical.owl#Malawi	?	48000	high
64	Malaysia	http://dbpedia.org/resource/Malaysia	http://eurostat.linked-statistics.org/dic/c_ctrl#MY	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Malaysia	http://gadm.geovocab.org/id/0_158	http://wikidata.org/entity/Q833	http://ghodata/r6-c108	http://sws.geonames.org/1733045/	http://sw.cyc.com/concept/Mx4rvVibmpwpEbGdrcN5Y29ycA	http://openei.org/resources/Malaysia	http://linkedgeodata.org/triplify/node249399394	http://yago-knowledge.org/resource/Malaysia	http://aims.fao.org/aos/geopolitical.owl#Malaysia	http://www.ontologyportal.org/SUMO.owl#Malaysia	5900	high
65	Maldives	http://dbpedia.org/resource/Maldives	http://eurostat.linked-statistics.org/dic/c_ctrl#MV	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Maldives	?	http://wikidata.org/entity/Q826	http://ghodata/r6-c109	http://sws.geonames.org/1282028/	http://sw.cyc.com/concept/Mx4rvViUN5wpEbGdrcN5Y29ycA	http://openei.org/resources/Maldives	http://linkedgeodata.org/triplify/node424311641	http://yago-knowledge.org/resource/Maldives	http://aims.fao.org/aos/geopolitical.owl#Maldives	http://www.ontologyportal.org/SUMO.owl#Maldives	100	low
66	Mali	http://dbpedia.org/resource/Mali	http://eurostat.linked-statistics.org/dic/c_ctrl#ML	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Mali	http://gadm.geovocab.org/id/0_146	http://wikidata.org/entity/Q912	http://ghodata/r6-c110	http://sws.geonames.org/2453866/	http://sw.cyc.com/concept/Mx4rvViIgJwpEbGdrcN5Y29ycA	http://openei.org/resources/Mali	http://linkedgeodata.org/triplify/node424297816	http://yago-knowledge.org/resource/Mali	http://aims.fao.org/aos/geopolitical.owl#Mali	?	5500	high
67	Mauritius	http://dbpedia.org/resource/Mauritius	http://eurostat.linked-statistics.org/dic/c_ctrl#MU	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Mauritius	http://gadm.geovocab.org/id/0_156	http://wikidata.org/entity/Q1027	http://ghodata/r6-c114	http://sws.geonames.org/934292/	http://sw.cyc.com/concept/Mx4rvViEG5wpEbGdrcN5Y29ycA	http://openei.org/resources/Mauritius	http://linkedgeodata.org/triplify/node424316538	http://yago-knowledge.org/resource/Mauritius	http://aims.fao.org/aos/geopolitical.owl#Mauritius	?	1000	low
68	Mexico	http://dbpedia.org/resource/Mexico	http://eurostat.linked-statistics.org/dic/c_ctrl#MX	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Mexico	http://gadm.geovocab.org/id/0_143	http://wikidata.org/entity/Q96	http://ghodata/r6-c115	http://sws.geonames.org/3996063/	http://sw.cyc.com/concept/Mx4rvVkAiZwpEbGdrcN5Y29ycA	http://openei.org/resources/Mexico	http://linkedgeodata.org/triplify/node432425036	http://yago-knowledge.org/resource/Mexico	http://aims.fao.org/aos/geopolitical.owl#Mexico	http://www.ontologyportal.org/SUMO.owl#Mexico	5600	high
69	Mongolia	http://dbpedia.org/resource/Mongolia	http://eurostat.linked-statistics.org/dic/c_ctrl#MN	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Mongolia	http://gadm.geovocab.org/id/0_150	http://wikidata.org/entity/Q711	http://ghodata/r6-c118	http://sws.geonames.org/2029969/	http://sw.cyc.com/concept/Mx4rvZUBd5wpEbGdrcN5Y29ycA	http://openei.org/resources/Mongolia	http://linkedgeodata.org/triplify/node432425040	http://yago-knowledge.org/resource/Mongolia	http://aims.fao.org/aos/geopolitical.owl#Mongolia	http://www.ontologyportal.org/SUMO.owl#Mongolia	100	low
70	Morocco	http://dbpedia.org/resource/Morocco	http://eurostat.linked-statistics.org/dic/c_ctrl#MA	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Morocco	http://gadm.geovocab.org/id/0_138	http://wikidata.org/entity/Q1028	http://ghodata/r6-c119	http://sws.geonames.org/2542007/	http://sw.cyc.com/concept/Mx4rvViJBpwpEbGdrcN5Y29ycA	http://openei.org/resources/Morocco	http://linkedgeodata.org/triplify/node432425041	http://yago-knowledge.org/resource/Morocco	http://aims.fao.org/aos/geopolitical.owl#Morocco	?	1400	high
71	Mozambique	http://dbpedia.org/resource/Mozambique	http://eurostat.linked-statistics.org/dic/c_ctrl#MZ	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Mozambique	http://gadm.geovocab.org/id/0_152	http://wikidata.org/entity/Q1029	http://ghodata/r6-c120	http://sws.geonames.org/1036973/	http://sw.cyc.com/concept/Mx4rvViK85wpEbGdrcN5Y29ycA	http://openei.org/resources/Mozambique	http://linkedgeodata.org/triplify/node424311658	http://yago-knowledge.org/resource/Mozambique	http://aims.fao.org/aos/geopolitical.owl#Mozambique	?	82000	high
72	Myanmar	http://dbpedia.org/resource/Myanmar	?	?	?	?	?	?	?	?	?	?	http://aims.fao.org/aos/geopolitical.owl#Myanmar	http://www.ontologyportal.org/SUMO.owl#Myanmar	11000	high
73	Namibia	http://dbpedia.org/resource/Namibia	http://eurostat.linked-statistics.org/dic/c_ctrl#NA	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Namibia	http://gadm.geovocab.org/id/0_160	http://wikidata.org/entity/Q1030	http://ghodata/r6-c122	http://sws.geonames.org/3355338/	http://sw.cyc.com/concept/Mx4rvVif75wpEbGdrcN5Y29ycA	http://openei.org/resources/Namibia	http://linkedgeodata.org/triplify/node424311662	http://yago-knowledge.org/resource/Namibia	http://aims.fao.org/aos/geopolitical.owl#Namibia	http://www.ontologyportal.org/SUMO.owl#Namibia	6600	high
74	Nepal	http://dbpedia.org/resource/Nepal	http://eurostat.linked-statistics.org/dic/c_ctrl#NP	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Nepal	http://gadm.geovocab.org/id/0_169	http://wikidata.org/entity/Q837	http://ghodata/r6-c124	http://sws.geonames.org/1282988/	http://sw.cyc.com/concept/Mx4rvViuPZwpEbGdrcN5Y29ycA	http://openei.org/resources/Nepal	http://linkedgeodata.org/triplify/node249399402	http://yago-knowledge.org/resource/Nepal	http://aims.fao.org/aos/geopolitical.owl#Nepal	http://www.ontologyportal.org/SUMO.owl#Nepal	3300	high
75	Nicaragua	http://dbpedia.org/resource/Nicaragua	http://eurostat.linked-statistics.org/dic/c_ctrl#NI	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Nicaragua	http://gadm.geovocab.org/id/0_165	http://wikidata.org/entity/Q811	http://ghodata/r6-c127	http://sws.geonames.org/3617476/	http://sw.cyc.com/concept/Mx4rvViTRpwpEbGdrcN5Y29ycA	http://openei.org/resources/Nicaragua	http://linkedgeodata.org/triplify/node424316671	http://yago-knowledge.org/resource/Nicaragua	http://aims.fao.org/aos/geopolitical.owl#Nicaragua	http://www.ontologyportal.org/SUMO.owl#Nicaragua	200	low
76	Niger	http://dbpedia.org/resource/Niger	http://eurostat.linked-statistics.org/dic/c_ctrl#NE	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Niger	http://gadm.geovocab.org/id/0_162	http://wikidata.org/entity/Q1032	http://ghodata/r6-c128	http://sws.geonames.org/2440476/	http://sw.cyc.com/concept/Mx4rvViDUpwpEbGdrcN5Y29ycA	http://openei.org/resources/Niger	http://linkedgeodata.org/triplify/node424311675	http://yago-knowledge.org/resource/Niger	http://aims.fao.org/aos/geopolitical.owl#Niger_the	?	2900	high
77	Nigeria	http://dbpedia.org/resource/Nigeria	http://eurostat.linked-statistics.org/dic/c_ctrl#NG	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Nigeria	http://gadm.geovocab.org/id/0_164	http://wikidata.org/entity/Q1033	http://ghodata/r6-c129	http://sws.geonames.org/2328926/	http://sw.cyc.com/concept/Mx4rvViCTJwpEbGdrcN5Y29ycA	http://openei.org/resources/Nigeria	http://linkedgeodata.org/triplify/node424316663	http://yago-knowledge.org/resource/Nigeria	http://aims.fao.org/aos/geopolitical.owl#Nigeria	http://www.ontologyportal.org/SUMO.owl#Nigeria	210000	high
78	Pakistan	http://dbpedia.org/resource/Pakistan	http://eurostat.linked-statistics.org/dic/c_ctrl#PK	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Pakistan	http://gadm.geovocab.org/id/0_173	http://wikidata.org/entity/Q843	http://ghodata/r6-c133	http://sws.geonames.org/1168579/	http://sw.cyc.com/concept/Mx4rvVi2-ZwpEbGdrcN5Y29ycA	http://openei.org/resources/Pakistan	http://linkedgeodata.org/triplify/node424314088	http://yago-knowledge.org/resource/Pakistan	http://aims.fao.org/aos/geopolitical.owl#Pakistan	http://www.ontologyportal.org/SUMO.owl#Pakistan	2200	high
79	Panama	http://dbpedia.org/resource/Panama	http://eurostat.linked-statistics.org/dic/c_ctrl#PA	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Panama	http://gadm.geovocab.org/id/0_174	http://wikidata.org/entity/Q804	http://ghodata/r6-c135	http://sws.geonames.org/3703430/	http://sw.cyc.com/concept/Mx4rvVkGE5wpEbGdrcN5Y29ycA	http://openei.org/resources/Panama	http://linkedgeodata.org/triplify/node424316758	http://yago-knowledge.org/resource/Panama	http://aims.fao.org/aos/geopolitical.owl#Panama	http://www.ontologyportal.org/SUMO.owl#Panama	1000	low
80	Papua New Guinea	http://dbpedia.org/resource/Papua_New_Guinea	http://eurostat.linked-statistics.org/dic/c_ctrl#PG	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Papua_New_Guinea	http://gadm.geovocab.org/id/0_179	http://wikidata.org/entity/Q691	http://ghodata/r6-c136	http://sws.geonames.org/2088628/	http://sw.cyc.com/concept/Mx4rvVjiwpwpEbGdrcN5Y29ycA	http://openei.org/resources/Papua_New_Guinea	http://linkedgeodata.org/triplify/node424297931	http://yago-knowledge.org/resource/Papua_New_Guinea	http://aims.fao.org/aos/geopolitical.owl#Papua_New_Guinea	?	1500	high
81	Paraguay	http://dbpedia.org/resource/Paraguay	http://eurostat.linked-statistics.org/dic/c_ctrl#PY	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Paraguay	http://gadm.geovocab.org/id/0_184	http://wikidata.org/entity/Q733	http://ghodata/r6-c137	http://sws.geonames.org/3437598/	http://sw.cyc.com/concept/Mx4rvVjks5wpEbGdrcN5Y29ycA	http://openei.org/resources/Paraguay	?	http://yago-knowledge.org/resource/Paraguay	http://aims.fao.org/aos/geopolitical.owl#Paraguay	http://www.ontologyportal.org/SUMO.owl#Paraguay	500	low
82	Peru	http://dbpedia.org/resource/Peru	http://eurostat.linked-statistics.org/dic/c_ctrl#PE	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Peru	http://gadm.geovocab.org/id/0_176	http://wikidata.org/entity/Q419	http://ghodata/r6-c138	http://sws.geonames.org/3932488/	http://sw.cyc.com/concept/Mx4rvViid5wpEbGdrcN5Y29ycA	http://openei.org/resources/Peru	http://linkedgeodata.org/triplify/node249399406	http://yago-knowledge.org/resource/Peru	http://aims.fao.org/aos/geopolitical.owl#Peru	http://www.ontologyportal.org/SUMO.owl#Peru	2800	high
83	Republic of Moldova	http://dbpedia.org/resource/Republic_of_Moldova	?	?	?	?	?	?	?	?	?	?	?	?	1000	low
84	Romania	http://dbpedia.org/resource/Romania	http://eurostat.linked-statistics.org/dic/c_birth#RO	http://wifo5-04.informatik.uni-mannheim.de/eurostat/resource/countries/Rom%C3%A2nia	http://gadm.geovocab.org/id/0_189	http://wikidata.org/entity/Q218	http://ghodata/r6-c145	http://sws.geonames.org/798549/	http://sw.cyc.com/concept/Mx4rvViC8ZwpEbGdrcN5Y29ycA	http://openei.org/resources/Romania	http://linkedgeodata.org/triplify/node432425064	http://yago-knowledge.org/resource/Romania	http://aims.fao.org/aos/geopolitical.owl#Romania	http://www.ontologyportal.org/SUMO.owl#Romania	1000	low
85	Rwanda	http://dbpedia.org/resource/Rwanda	http://eurostat.linked-statistics.org/dic/c_ctrl#RW	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Rwanda	http://gadm.geovocab.org/id/0_191	http://wikidata.org/entity/Q1037	http://ghodata/r6-c147	http://sws.geonames.org/49518/	http://sw.cyc.com/concept/Mx4rvViJR5wpEbGdrcN5Y29ycA	http://openei.org/resources/Rwanda	http://linkedgeodata.org/triplify/node424311738	http://yago-knowledge.org/resource/Rwanda	http://aims.fao.org/aos/geopolitical.owl#Rwanda	http://www.ontologyportal.org/SUMO.owl#Rwanda	4500	high
86	Sao Tome and Principe	http://dbpedia.org/resource/Sao_Tome_and_Principe	?	?	?	?	?	?	?	?	?	?	http://aims.fao.org/aos/geopolitical.owl#Sao_Tome_and_Principe	?	500	low
87	Senegal	http://dbpedia.org/resource/Senegal	http://eurostat.linked-statistics.org/dic/c_ctrl#SN	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Senegal	http://gadm.geovocab.org/id/0_194	http://wikidata.org/entity/Q1041	http://ghodata/r6-c155	http://sws.geonames.org/2245662/	http://sw.cyc.com/concept/Mx4rvViJi5wpEbGdrcN5Y29ycA	http://openei.org/resources/Senegal	http://linkedgeodata.org/triplify/node432425075	http://yago-knowledge.org/resource/Senegal	http://aims.fao.org/aos/geopolitical.owl#Senegal	http://www.ontologyportal.org/SUMO.owl#Senegal	1800	high
88	Serbia	http://dbpedia.org/resource/Serbia	http://eurostat.linked-statistics.org/dic/c_ctrl#RS	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Serbia	http://gadm.geovocab.org/id/0_206	http://wikidata.org/entity/Q403	?	http://sws.geonames.org/6290252/	http://sw.cyc.com/concept/Mx4rvi5PVZwpEbGdrcN5Y29ycA	http://openei.org/resources/Serbia	http://linkedgeodata.org/triplify/node369137525	http://yago-knowledge.org/resource/Serbia	http://aims.fao.org/aos/geopolitical.owl#Serbia	?	200	low
89	Sierra Leone	http://dbpedia.org/resource/Sierra_Leone	http://eurostat.linked-statistics.org/dic/c_ctrl#SL	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Sierra_Leone	http://gadm.geovocab.org/id/0_200	http://wikidata.org/entity/Q1044	http://ghodata/r6-c158	http://sws.geonames.org/2403846/	http://sw.cyc.com/concept/Mx4rvViKEZwpEbGdrcN5Y29ycA	http://openei.org/resources/Sierra_Leone	http://linkedgeodata.org/triplify/node424314123	http://yago-knowledge.org/resource/Sierra_Leone	http://aims.fao.org/aos/geopolitical.owl#Sierra_Leone	?	3100	high
90	Somalia	http://dbpedia.org/resource/Somalia	http://eurostat.linked-statistics.org/dic/c_ctrl#SO	?	?	http://wikidata.org/entity/Q1045	http://ghodata/r6-c163	http://sws.geonames.org/51537/	http://sw.cyc.com/concept/Mx4rvViJzpwpEbGdrcN5Y29ycA	http://openei.org/resources/Somalia	http://linkedgeodata.org/triplify/node424317039	http://yago-knowledge.org/resource/Somalia	http://aims.fao.org/aos/geopolitical.owl#Somalia	http://www.ontologyportal.org/SUMO.owl#Somalia	2500	high
91	South Africa	http://dbpedia.org/resource/South_Africa	http://eurostat.linked-statistics.org/dic/c_ctrl#ZA	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/South_Africa	http://gadm.geovocab.org/id/0_246	http://wikidata.org/entity/Q258	http://ghodata/r6-c164	http://sws.geonames.org/953987/	http://sw.cyc.com/concept/Mx4rvVkJaJwpEbGdrcN5Y29ycA	http://openei.org/resources/South_Africa	http://linkedgeodata.org/triplify/node424298167	http://yago-knowledge.org/resource/South_Africa	http://aims.fao.org/aos/geopolitical.owl#South_Africa	http://www.ontologyportal.org/SUMO.owl#SouthAfrica	200000	high
92	South Sudan	http://dbpedia.org/resource/South_Sudan	?	?	?	http://wikidata.org/entity/Q958	?	http://sws.geonames.org/7909807/	http://sw.cyc.com/concept/Mx4rKxNH_gg4QAS8ISUioEIlzg	?	?	http://yago-knowledge.org/resource/South_Sudan	?	?	13000	high
93	Spain	http://dbpedia.org/resource/Spain	http://eurostat.linked-statistics.org/dic/c_birth#ES	http://wifo5-04.informatik.uni-mannheim.de/eurostat/resource/countries/Espa%C3%B1a	http://gadm.geovocab.org/id/0_70	http://wikidata.org/entity/Q29	http://ghodata/r6-c165	http://sws.geonames.org/2510769/	http://sw.cyc.com/concept/Mx4rvVjowpwpEbGdrcN5Y29ycA	http://openei.org/resources/Spain	http://linkedgeodata.org/triplify/node148332300	http://yago-knowledge.org/resource/Spain	http://aims.fao.org/aos/geopolitical.owl#Spain	http://www.ontologyportal.org/SUMO.owl#Spain	1000	low
94	Sri Lanka	http://dbpedia.org/resource/Sri_Lanka	http://eurostat.linked-statistics.org/dic/c_ctrl#LK	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Sri_Lanka	http://gadm.geovocab.org/id/0_132	http://wikidata.org/entity/Q854	http://ghodata/r6-c166	http://sws.geonames.org/1227603/	http://sw.cyc.com/concept/Mx4rvVj99ZwpEbGdrcN5Y29ycA	http://openei.org/resources/Sri_Lanka	http://linkedgeodata.org/triplify/node424311565	http://yago-knowledge.org/resource/Sri_Lanka	http://aims.fao.org/aos/geopolitical.owl#Sri_Lanka	http://www.ontologyportal.org/SUMO.owl#SriLanka	100	low
95	Sudan	http://dbpedia.org/resource/Sudan	http://eurostat.linked-statistics.org/dic/c_ctrl#SD	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Sudan	http://gadm.geovocab.org/id/0_193	http://wikidata.org/entity/Q1049	http://ghodata/r6-c167	http://sws.geonames.org/366755/	http://sw.cyc.com/concept/Mx4rvViKUZwpEbGdrcN5Y29ycA	?	?	http://yago-knowledge.org/resource/Sudan	http://aims.fao.org/aos/geopolitical.owl#Sudan_the	http://www.ontologyportal.org/SUMO.owl#Sudan	3100	high
96	Suriname	http://dbpedia.org/resource/Suriname	http://eurostat.linked-statistics.org/dic/c_ctrl#SR	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Suriname	http://gadm.geovocab.org/id/0_208	http://wikidata.org/entity/Q730	http://ghodata/r6-c168	http://sws.geonames.org/3382998/	http://sw.cyc.com/concept/Mx4rvViGyZwpEbGdrcN5Y29ycA	http://openei.org/resources/Suriname	http://linkedgeodata.org/triplify/node432425087	http://yago-knowledge.org/resource/Suriname	http://aims.fao.org/aos/geopolitical.owl#Suriname	?	200	low
97	Swaziland	http://dbpedia.org/resource/Swaziland	http://eurostat.linked-statistics.org/dic/c_ctrl#SZ	http://wifo5-04.informatik.uni-mannheim.de/factbook/resource/Swaziland	http://gadm.geovocab.org/id/0_212	http://wikidata.org/entity/Q1050	http://ghodata/r6-c169	http://sws.geonames.org/934841/	http://sw.cyc.com/concept/Mx4rvViKkpwpEbGdrcN5Y29ycA	http://openei.org/resources/Swaziland	http://linkedgeodata.org/triplify/node424310680	http://yago-knowledge.org/resource/Swaziland	http://aims.fao.org/aos/geopolitical.owl#Swaziland	?	4500	high
98	Switzerland	http://dbpedia.org/resource/Switzerland	http://eurostat.linked-statistics.org/dic/c_ctrl#CH	http://wifo5-04.informatik.uni-mannheim.de/eurostat/resource/countries/Switzerland	http://gadm.geovocab.org/id/0_43	http://wikidata.org/entity/Q39	http://ghodata/r6-c171	http://sws.geonames.org/2658434/	http://sw.cyc.com/concept/Mx4rvVjQm5wpEbGdrcN5Y29ycA	http://openei.org/resources/Switzerland	http://linkedgeodata.org/triplify/node49915473	http://yago-knowledge.org/resource/Switzerland	http://aims.fao.org/aos/geopolitical.owl#Switzerland	http://www.ontologyportal.org/SUMO.owl#Switzerland	500	low
